,date,tweet,past_tense,present_tense,future_tense,replies_count,retweets_count,likes_count,pos_score,neg_score,neutral_score,sentiment,Sentiment_Score,user
135,2018-01-14 14:15:00,The only place where your dreams become impossible is in your own thinking. -- Robert H. Schuller quote retweet motivation  ,0,1,0,0,0,0,0.025953475,0.06906413,0.90498245,Neu,-0.043110657,fainvestors
136,2018-01-14 02:38:03,"Tom Brady is the only player wearing Ruby Slippers, I mean cleats, in tonight’s game. What’s up with that? ImDelicateCoach TENvsNE NFLPlayoffs  ",1,1,0,0,0,0,0.02505115,0.095642745,0.8793061,Neu,-0.0705916,fainvestors
137,2018-01-13 14:15:00,"They always say time changes things, but you actually have to change them yourself. -- Andy Warhol quote life follow  ",0,1,0,0,0,0,0.028993526,0.06171046,0.90929604,Neu,-0.03271693,fainvestors
138,2018-01-13 02:41:03,How many followers do you get weekly? 7 awesome new followers for me! Grow with  ,0,1,0,0,0,0,0.12884997,0.017207032,0.853943,Neu,0.111642934,fainvestors
139,2018-01-12 12:20:00,"Love is a force more formidable than any other. It is invisible, it cannot be seen or measured, yet it is powerful enough to transform you in a moment, and offer you more joy than any material possession could. -- Barbara DeAngelis love quote follow  ",1,1,1,0,0,0,0.046100643,0.029635943,0.92426336,Neu,0.016464699,fainvestors
140,2018-01-11 12:20:00,"Many of our fears are tissue paper thin, and a single courageous step would carry us clear through them. -- Brendan Francis quote life motivation  ",0,1,1,0,0,0,0.08130644,0.021705566,0.896988,Neu,0.059600875,fainvestors
142,2018-01-09 12:20:00,"It has to start someplace, it has to start sometime, what better place than here, what better time than now. -- Mellow Yellow quote life motivation  ",0,1,0,0,1,1,0.039278917,0.030865405,0.92985564,Neu,0.008413512,fainvestors
143,2018-01-08 12:20:00,The most valuable thing you can make is a mistake - you can't learn anything from being perfect. Adam Osborne quote life motivation  ,0,1,1,0,0,0,0.033703066,0.1610062,0.8052907,Neu,-0.12730312,fainvestors
144,2018-01-08 00:01:05,🏈  &gt; 3rd Round Pick = Greatest Panther Trade EVER! KeepPounding  ,0,1,0,0,0,0,0.11913121,0.016973462,0.86389536,Neu,0.10215774,fainvestors
146,2018-01-07 14:15:00,"Whatever you want to do, do it now. There are only so many tomorrows. Michael Landon quote life motivation  ",0,1,0,0,0,0,0.03268872,0.041965645,0.92534566,Neu,-0.0092769265,fainvestors
